Input,lbl,slevel,MAPKpp,MI,p4a,p4b,p4m,p4n
0.5959183673469388,highsig,StotOE,0.6837863553343481,-1.3587297477351936,0.003,6.5,150.0,0
0.6161224489795918,highsig,StotOE,0.676741995659853,-1.3622769202072031,0.003,6.5,150.0,0
0.6363265306122449,highsig,StotOE,0.670290070397411,-1.361344798544872,0.003,6.5,150.0,0
0.656530612244898,highsig,StotOE,0.6644507656402726,-1.355217308553774,0.003,6.5,150.0,0
0.676734693877551,highsig,StotOE,0.6592515458739235,-1.344467900288712,0.003,6.5,150.0,0
0.6969387755102041,highsig,StotOE,0.6547284865605226,-1.327145533484882,0.003,6.5,150.0,0
0.7171428571428571,highsig,StotOE,0.6509278416074806,-1.3028945625190382,0.003,6.5,150.0,0
0.7373469387755102,highsig,StotOE,0.6479078223383007,-1.2698436905298416,0.003,6.5,150.0,0
0.7575510204081632,highsig,StotOE,0.6457404735780251,-0.9221390178940243,0.003,6.5,150.0,0
0.7777551020408163,highsig,StotOE,0.6445134186903086,-1.1684227884885756,0.003,6.5,150.0,0
0.7979591836734694,highsig,StotOE,0.6443307543472256,1.1495620918699063,0.003,6.5,150.0,0
0.8181632653061224,highsig,StotOE,0.6453122458439186,1.2262349393384133,0.003,6.5,150.0,0
0.8383673469387755,highsig,StotOE,0.6475887859790844,1.2978054865518263,0.003,6.5,150.0,0
0.8585714285714285,highsig,StotOE,0.6512916351466153,1.3650680585417532,0.003,6.5,150.0,0
0.8787755102040816,highsig,StotOE,0.6565326636226154,1.4263216953511588,0.003,6.5,150.0,0
0.8989795918367347,highsig,StotOE,0.6633746315856165,1.4776213504816198,0.003,6.5,150.0,0
0.9191836734693878,highsig,StotOE,0.6717959128875793,1.5143152361678969,0.003,6.5,150.0,0
0.9393877551020408,highsig,StotOE,0.6816621023773115,1.5325129689728174,0.003,6.5,150.0,0
0.9595918367346938,highsig,StotOE,0.6927214063728425,1.527448181349613,0.003,6.5,150.0,0
0.9797959183673469,highsig,StotOE,0.704633154001847,1.4999417628504914,0.003,6.5,150.0,0
1.0,highsig,StotOE,0.7170205894769308,1.4501533645382472,0.003,6.5,150.0,0
0.01,lowsig,StotNative,0.259920737459673,0.11873023941411015,0.003,6.5,0.1,0
0.030204081632653063,lowsig,StotNative,0.26224117038601835,0.26975070240734955,0.003,6.5,0.1,0
0.05040816326530612,lowsig,StotNative,0.26613774973159043,0.4375036296102242,0.003,6.5,0.1,0
0.07061224489795918,lowsig,StotNative,0.2715254029829126,0.6197775058483144,0.003,6.5,0.1,0
0.09081632653061224,lowsig,StotNative,0.2783010071571792,0.8118802291812818,0.003,6.5,0.1,0
0.11102040816326529,lowsig,StotNative,0.28634779471832994,1.0114423637243948,0.003,6.5,0.1,0
0.13122448979591836,lowsig,StotNative,0.29553988463941006,1.2151413074888704,0.003,6.5,0.1,0
